LinkID,Location,MaximumSpeed,MinimumSpeed,RoadCategory,RoadName,SpeedBand,Extract Time
103000359,1.3807123642926429 103.84500991262863 1.3807128617466986 103.84499903089491,999,70,C,ANG MO KIO AVENUE 8,8,"10/15/2022, 06:55:38"
103000362,1.3118940935550105 103.82204317904964 1.3126625795883653 103.82252274944035,19,10,D,NASSIM ROAD,2,"10/15/2022, 06:55:38"
103000363,1.3126625795883653 103.82252274944035 1.3118940935550105 103.82204317904964,19,10,D,NASSIM ROAD,2,"10/15/2022, 06:55:38"
103000366,1.315854648211366 103.84294233512517 1.3167136667120711 103.84327853125002,29,20,E,LINCOLN ROAD,3,"10/15/2022, 06:55:38"
103000367,1.3167136667120711 103.84327853125002 1.315854648211366 103.84294233512517,19,10,E,LINCOLN ROAD,2,"10/15/2022, 06:55:38"
103000374,1.3807123642926429 103.84500991262863 1.380684897925153 103.8451761128162,49,40,C,ANG MO KIO AVENUE 8,5,"10/15/2022, 06:55:38"
103000375,1.380684897925153 103.8451761128162 1.3807123642926429 103.84500991262863,999,70,C,ANG MO KIO AVENUE 8,8,"10/15/2022, 06:55:38"
103000378,1.3157272395598174 103.84338520326874 1.315854648211366 103.84294233512517,19,10,E,SURREY ROAD,2,"10/15/2022, 06:55:38"
103000379,1.315854648211366 103.84294233512517 1.3157272395598174 103.84338520326874,19,10,E,SURREY ROAD,2,"10/15/2022, 06:55:38"
103000382,1.3156132848934614 103.84225443085381 1.3159382308514525 103.84261245053749,19,10,E,SURREY ROAD,2,"10/15/2022, 06:55:38"
103000383,1.3159382308514525 103.84261245053749 1.3156132848934614 103.84225443085381,19,10,E,SURREY ROAD,2,"10/15/2022, 06:55:38"
103000386,1.3147915862600077 103.84277519172518 1.3157272395598174 103.84338520326874,29,20,E,WEE NAM ROAD,3,"10/15/2022, 06:55:38"
103000387,1.3157272395598174 103.84338520326874 1.3147915862600077 103.84277519172518,19,10,E,WEE NAM ROAD,2,"10/15/2022, 06:55:38"
103000390,1.291162335870407 103.83939185990795 1.2909587737416484 103.83879622503638,29,20,E,MOHAMAD SULTAN ROAD,3,"10/15/2022, 06:55:38"
103000391,1.2909587737416484 103.83879622503638 1.291162335870407 103.83939185990795,29,20,E,MOHAMAD SULTAN ROAD,3,"10/15/2022, 06:55:38"
103000394,1.2916111381542603 103.83840296152836 1.2909587737416484 103.83879622503638,39,30,E,MARTIN ROAD,4,"10/15/2022, 06:55:38"
103000395,1.2909587737416484 103.83879622503638 1.2916111381542603 103.83840296152836,29,20,E,MARTIN ROAD,3,"10/15/2022, 06:55:38"
103000406,1.2909587737416484 103.83879622503638 1.2896315925323827 103.83812231618583,29,20,E,SAIBOO STREET,3,"10/15/2022, 06:55:38"
103000407,1.2896315925323827 103.83812231618583 1.2909587737416484 103.83879622503638,39,30,E,SAIBOO STREET,4,"10/15/2022, 06:55:38"
103000408,1.304116421073875 103.88129074763484 1.303480947720935 103.88194501182524,999,70,F,STADIUM CRESCENT,8,"10/15/2022, 06:55:38"
103000414,1.3034705740870907 103.85962406762611 1.3041658180712976 103.85918340072986,39,30,E,JALAN KUBOR,4,"10/15/2022, 06:55:38"
103000415,1.3041658180712976 103.85918340072986 1.3034705740870907 103.85962406762611,29,20,E,JALAN KUBOR,3,"10/15/2022, 06:55:38"
103000418,1.30450312346212 103.82573244672774 1.3034535281731428 103.82621354051224,29,20,D,TOMLINSON ROAD,3,"10/15/2022, 06:55:38"
103000419,1.3034535281731428 103.82621354051224 1.30450312346212 103.82573244672774,29,20,D,TOMLINSON ROAD,3,"10/15/2022, 06:55:38"
103000422,1.3037416943275602 103.83626910885548 1.303367431108309 103.83695623568973,39,30,C,BIDEFORD ROAD,4,"10/15/2022, 06:55:38"
103000423,1.303367431108309 103.83695623568973 1.3037416943275602 103.83626910885548,29,20,C,BIDEFORD ROAD,3,"10/15/2022, 06:55:38"
103000430,1.299700019895312 103.82447173073814 1.2997425241983005 103.82423630283773,29,20,D,CHATSWORTH ROAD,3,"10/15/2022, 06:55:38"
103000431,1.2997425241983005 103.82423630283773 1.299700019895312 103.82447173073814,29,20,D,CHATSWORTH ROAD,3,"10/15/2022, 06:55:38"
103000432,1.299700493522719 103.83736801561635 1.299804080133152 103.83693000207771,39,30,E,DEVONSHIRE ROAD,4,"10/15/2022, 06:55:38"
103000438,1.3002619350753117 103.8215795098097 1.2996880144700964 103.82122821735582,39,30,D,CHATSWORTH ROAD,4,"10/15/2022, 06:55:38"
103000439,1.2996880144700964 103.82122821735582 1.3002619350753117 103.8215795098097,39,30,D,CHATSWORTH ROAD,4,"10/15/2022, 06:55:38"
103000446,1.3004162443480554 103.85026714446101 1.299920511324217 103.84973050315914,999,70,B,PRINSEP STREET,8,"10/15/2022, 06:55:38"
103000447,1.299920511324217 103.84973050315914 1.3004162443480554 103.85026714446101,29,20,B,PRINSEP STREET,3,"10/15/2022, 06:55:38"
103000448,1.311229840433147 103.84910566257994 1.3113233168952205 103.84889480067116,39,30,E,RUTLAND ROAD,4,"10/15/2022, 06:55:38"
103000454,1.3112234836796168 103.82532382034226 1.3114913467964102 103.82511923783522,39,30,D,ORANGE GROVE ROAD,4,"10/15/2022, 06:55:38"
103000455,1.3114913467964102 103.82511923783522 1.3112234836796168 103.82532382034226,49,40,D,ORANGE GROVE ROAD,5,"10/15/2022, 06:55:38"
103000456,1.3112234836796168 103.82532382034226 1.3113363109408036 103.82493559289007,39,30,D,ORANGE GROVE ROAD,4,"10/15/2022, 06:55:38"
103000466,1.3106771084130493 103.84231654800287 1.3112736986654532 103.84260572116985,49,40,E,WINSTEDT DRIVE,5,"10/15/2022, 06:55:38"
103000467,1.3112736986654532 103.84260572116985 1.3106771084130493 103.84231654800287,49,40,E,WINSTEDT DRIVE,5,"10/15/2022, 06:55:38"
103000470,1.319061396656469 103.84092930386213 1.3188105351806543 103.84085187490123,999,70,E,GILSTEAD ROAD,8,"10/15/2022, 06:55:38"
103000471,1.3188105351806543 103.84085187490123 1.319061396656469 103.84092930386213,999,70,E,GILSTEAD ROAD,8,"10/15/2022, 06:55:38"
103000474,1.3193341206043803 103.84649970636902 1.318792210179824 103.84759767077377,49,40,E,MOULMEIN RISE,5,"10/15/2022, 06:55:38"
103000475,1.318792210179824 103.84759767077377 1.3193341206043803 103.84649970636902,49,40,E,MOULMEIN RISE,5,"10/15/2022, 06:55:38"
103000476,1.2995966073516918 103.82492836261135 1.299590087190852 103.82502125420042,29,20,C,GRANGE ROAD,3,"10/15/2022, 06:55:38"
103000486,1.3040286035789885 103.84718841611495 1.303500829348059 103.84807244793292,19,10,E,UPPER WILKIE ROAD,2,"10/15/2022, 06:55:38"
103000487,1.303500829348059 103.84807244793292 1.3040286035789885 103.84718841611495,19,10,E,UPPER WILKIE ROAD,2,"10/15/2022, 06:55:38"
103000488,1.303806415521386 103.88260774967814 1.304792453252485 103.88350989144139,999,70,E,JALAN BENAAN KAPAL,8,"10/15/2022, 06:55:38"
103000494,1.3126031583342976 103.83124637127273 1.3123210243571486 103.83235126377782,49,40,C,STEVENS ROAD,5,"10/15/2022, 06:55:38"
103000495,1.3123210243571486 103.83235126377782 1.3126031583342976 103.83124637127273,49,40,C,STEVENS ROAD,5,"10/15/2022, 06:55:38"
103000498,1.3068304068438552 103.85870764712449 1.3063839358022185 103.85912667113942,19,10,E,SYED ALWI ROAD,2,"10/15/2022, 06:55:38"
103000499,1.3063839358022185 103.85912667113942 1.3068304068438552 103.85870764712449,19,10,E,SYED ALWI ROAD,2,"10/15/2022, 06:55:38"
103000506,1.316224036531867 103.84001801202565 1.316912438354752 103.84022564204443,29,20,E,BUCKLEY ROAD,3,"10/15/2022, 06:55:38"
103000507,1.316912438354752 103.84022564204443 1.316224036531867 103.84001801202565,29,20,E,BUCKLEY ROAD,3,"10/15/2022, 06:55:38"
103000514,1.3014384798662653 103.88794327377201 1.3007662685213992 103.88781914331392,59,50,E,ARTHUR ROAD,6,"10/15/2022, 06:55:38"
103000515,1.3007662685213992 103.88781914331392 1.3014384798662653 103.88794327377201,59,50,E,ARTHUR ROAD,6,"10/15/2022, 06:55:38"
103000516,1.3003646841996643 103.85417742366865 1.2995900710274935 103.8549671753034,39,30,E,CHENG YAN PLACE,4,"10/15/2022, 06:55:38"
103000522,1.3807436860731306 103.84424669062072 1.3807128617466986 103.84499903089491,39,30,C,ANG MO KIO AVENUE 8,4,"10/15/2022, 06:55:38"
103000523,1.3807128617466986 103.84499903089491 1.3807436860731306 103.84424669062072,39,30,C,ANG MO KIO AVENUE 8,4,"10/15/2022, 06:55:38"
103000526,1.368574220333337 103.84998011317111 1.3690128206372936 103.84973096070034,29,20,C,ANG MO KIO AVENUE 8,3,"10/15/2022, 06:55:38"
103000527,1.3690128206372936 103.84973096070034 1.368574220333337 103.84998011317111,29,20,C,ANG MO KIO AVENUE 8,3,"10/15/2022, 06:55:38"
103000530,1.3266284824846761 103.92688480413254 1.3257932174490585 103.92699111651997,19,10,C,BEDOK NORTH AVENUE 1,2,"10/15/2022, 06:55:38"
103000531,1.3257932174490585 103.92699111651997 1.3266284824846761 103.92688480413254,29,20,C,BEDOK NORTH AVENUE 1,3,"10/15/2022, 06:55:38"
103000534,1.3257932174490585 103.92699111651997 1.3253879069403292 103.92704270518263,19,10,C,BEDOK NORTH AVENUE 1,2,"10/15/2022, 06:55:38"
103000535,1.3253879069403292 103.92704270518263 1.3257932174490585 103.92699111651997,29,20,C,BEDOK NORTH AVENUE 1,3,"10/15/2022, 06:55:38"
103000538,1.3305807737063633 103.93447239316134 1.3299795120811468 103.9345891987128,39,30,C,BEDOK NORTH AVENUE 3,4,"10/15/2022, 06:55:38"
103000539,1.3299795120811468 103.9345891987128 1.3305807737063633 103.93447239316134,39,30,C,BEDOK NORTH AVENUE 3,4,"10/15/2022, 06:55:38"
103000542,1.299700019895312 103.82447173073814 1.2995966073516918 103.82492836261135,29,20,D,CHATSWORTH ROAD,3,"10/15/2022, 06:55:38"
103000543,1.2995966073516918 103.82492836261135 1.299700019895312 103.82447173073814,29,20,D,CHATSWORTH ROAD,3,"10/15/2022, 06:55:38"
103000550,1.2995260904869215 103.85348852047383 1.3003646841996643 103.85417742366865,29,20,C,QUEEN STREET,3,"10/15/2022, 06:55:38"
103000551,1.3003646841996643 103.85417742366865 1.2995260904869215 103.85348852047383,19,10,C,QUEEN STREET,2,"10/15/2022, 06:55:38"
103000554,1.299859186451872 103.82000765106312 1.2995256187143942 103.8196669425863,29,20,D,CHATSWORTH ROAD,3,"10/15/2022, 06:55:38"
103000555,1.2995256187143942 103.8196669425863 1.299859186451872 103.82000765106312,19,10,D,CHATSWORTH ROAD,2,"10/15/2022, 06:55:38"
103000558,1.3011053085669935 103.81805296688717 1.3014774243966796 103.81754655338793,39,30,E,TANGLIN HILL,4,"10/15/2022, 06:55:38"
103000559,1.3014774243966796 103.81754655338793 1.3011053085669935 103.81805296688717,39,30,E,TANGLIN HILL,4,"10/15/2022, 06:55:38"
103000562,1.301806472610639 103.86270975462338 1.3010613159329476 103.86316751887426,39,30,D,JAVA ROAD,4,"10/15/2022, 06:55:38"
103000563,1.3010613159329476 103.86316751887426 1.301806472610639 103.86270975462338,49,40,D,JAVA ROAD,5,"10/15/2022, 06:55:38"
103000564,1.3011202434375964 103.88493813701652 1.3010447762182693 103.88439916122353,999,70,F,KAMPONG ARANG ROAD,8,"10/15/2022, 06:55:38"
103000568,1.3010447762182693 103.88439916122353 1.301661818312337 103.88468093944955,39,30,F,KAMPONG ARANG ROAD,4,"10/15/2022, 06:55:38"
103000574,1.3010999072766916 103.88345318308859 1.3010447762182693 103.88439916122353,39,30,E,KAMPONG ARANG ROAD,4,"10/15/2022, 06:55:38"
103000575,1.3010447762182693 103.88439916122353 1.3010999072766916 103.88345318308859,999,70,E,KAMPONG ARANG ROAD,8,"10/15/2022, 06:55:38"
103000576,1.2997159390706274 103.82516587459126 1.2997838115829037 103.82514573798137,29,20,C,GRANGE ROAD,3,"10/15/2022, 06:55:38"
103000582,1.3045514800189688 103.82322716383942 1.3045308153176574 103.82323542156517,29,20,C,GRANGE ROAD,3,"10/15/2022, 06:55:38"
103000583,1.3045308153176574 103.82323542156517 1.3045514800189688 103.82322716383942,29,20,C,GRANGE ROAD,3,"10/15/2022, 06:55:38"
103000586,1.3045308153176574 103.82323542156517 1.3039803203240277 103.82345537893475,29,20,C,GRANGE ROAD,3,"10/15/2022, 06:55:38"
103000587,1.3039803203240277 103.82345537893475 1.3045308153176574 103.82323542156517,29,20,C,GRANGE ROAD,3,"10/15/2022, 06:55:38"
103000590,1.3123210243571486 103.83235126377782 1.3115941685350712 103.83315772987676,49,40,C,STEVENS ROAD,5,"10/15/2022, 06:55:38"
103000591,1.3115941685350712 103.83315772987676 1.3123210243571486 103.83235126377782,49,40,C,STEVENS ROAD,5,"10/15/2022, 06:55:38"
103000594,1.3802644454971402 103.84603776256378 1.379102983292406 103.84700021880467,49,40,C,ANG MO KIO AVENUE 8,5,"10/15/2022, 06:55:38"
103000595,1.379102983292406 103.84700021880467 1.3802644454971402 103.84603776256378,39,30,C,ANG MO KIO AVENUE 8,4,"10/15/2022, 06:55:38"
103000598,1.379102983292406 103.84700021880467 1.3777027981180603 103.84756217854924,39,30,C,ANG MO KIO AVENUE 8,4,"10/15/2022, 06:55:38"
103000599,1.3777027981180603 103.84756217854924 1.379102983292406 103.84700021880467,29,20,C,ANG MO KIO AVENUE 8,3,"10/15/2022, 06:55:38"
103000602,1.3662705961072554 103.85128868333194 1.367423231286439 103.85063393131084,29,20,C,ANG MO KIO AVENUE 8,3,"10/15/2022, 06:55:38"
103000603,1.367423231286439 103.85063393131084 1.3662705961072554 103.85128868333194,39,30,C,ANG MO KIO AVENUE 8,4,"10/15/2022, 06:55:38"
103000606,1.367423231286439 103.85063393131084 1.368574220333337 103.84998011317111,29,20,C,ANG MO KIO AVENUE 8,3,"10/15/2022, 06:55:38"
103000607,1.368574220333337 103.84998011317111 1.367423231286439 103.85063393131084,39,30,C,ANG MO KIO AVENUE 8,4,"10/15/2022, 06:55:38"
103000610,1.3353186430332342 103.9335643527379 1.3362098473363948 103.93335267093885,39,30,C,BEDOK NORTH AVENUE 3,4,"10/15/2022, 06:55:38"
103000611,1.3362098473363948 103.93335267093885 1.3353186430332342 103.9335643527379,49,40,C,BEDOK NORTH AVENUE 3,5,"10/15/2022, 06:55:38"
103000614,1.3362098473363948 103.93335267093885 1.3374601217637425 103.93309717189955,39,30,C,BEDOK NORTH AVENUE 3,4,"10/15/2022, 06:55:38"
103000615,1.3374601217637425 103.93309717189955 1.3362098473363948 103.93335267093885,49,40,C,BEDOK NORTH AVENUE 3,5,"10/15/2022, 06:55:38"
103000626,1.3026531717253007 103.88251914863919 1.30192621857122 103.88332575871391,999,70,D,JALAN BATU,8,"10/15/2022, 06:55:38"
103000627,1.30192621857122 103.88332575871391 1.3026531717253007 103.88251914863919,29,20,D,JALAN BATU,3,"10/15/2022, 06:55:38"
103000634,1.3010823775748162 103.8508158905501 1.3018059374798563 103.85141396748956,29,20,B,PRINSEP STREET,3,"10/15/2022, 06:55:38"
103000635,1.3018059374798563 103.85141396748956 1.3010823775748162 103.8508158905501,19,10,B,PRINSEP STREET,2,"10/15/2022, 06:55:38"
103000638,1.373800752801476 103.84807630025367 1.3738803459530748 103.84806725212309,39,30,C,ANG MO KIO AVENUE 8,4,"10/15/2022, 06:55:38"
103000639,1.3738803459530748 103.84806725212309 1.373800752801476 103.84807630025367,29,20,C,ANG MO KIO AVENUE 8,3,"10/15/2022, 06:55:38"
103000642,1.380684897925153 103.8451761128162 1.3806504496395628 103.84538452798964,49,40,C,ANG MO KIO AVENUE 8,5,"10/15/2022, 06:55:38"
103000643,1.3806504496395628 103.84538452798964 1.380684897925153 103.8451761128162,49,40,C,ANG MO KIO AVENUE 8,5,"10/15/2022, 06:55:38"
103000646,1.3806409717745074 103.84540967903897 1.3802644454971402 103.84603776256378,49,40,C,ANG MO KIO AVENUE 8,5,"10/15/2022, 06:55:38"
103000647,1.3802644454971402 103.84603776256378 1.3806409717745074 103.84540967903897,49,40,C,ANG MO KIO AVENUE 8,5,"10/15/2022, 06:55:38"
103000648,1.3135747759643635 103.85056989112493 1.3133901063939397 103.85032404665321,19,10,D,DORSET ROAD,2,"10/15/2022, 06:55:38"
103000652,1.3139573638553332 103.85107793387837 1.3135747759643635 103.85056989112493,19,10,D,DORSET ROAD,2,"10/15/2022, 06:55:38"
103000656,1.3015437525944837 103.84091228655736 1.3008488303169885 103.84068798960408,19,10,D,KOEK ROAD,2,"10/15/2022, 06:55:38"
103000660,1.3008488303169885 103.84068798960408 1.3007305484074356 103.8407011799061,29,20,D,KOEK ROAD,3,"10/15/2022, 06:55:38"
103000666,1.3013080492862406 103.8196580733416 1.3010301634253092 103.81935013436056,39,30,D,CHATSWORTH AVENUE,4,"10/15/2022, 06:55:38"
103000667,1.3010301634253092 103.81935013436056 1.3013080492862406 103.8196580733416,49,40,D,CHATSWORTH AVENUE,5,"10/15/2022, 06:55:38"
103000670,1.3010301634253092 103.81935013436056 1.301661814609994 103.81892884778986,39,30,D,CHATSWORTH AVENUE,4,"10/15/2022, 06:55:38"
103000671,1.301661814609994 103.81892884778986 1.3010301634253092 103.81935013436056,39,30,D,CHATSWORTH AVENUE,4,"10/15/2022, 06:55:38"
103000674,1.3010236529646493 103.82333385320139 1.3011896344812637 103.82423937068208,49,40,E,GRANGE GARDEN,5,"10/15/2022, 06:55:38"
103000675,1.3011896344812637 103.82423937068208 1.3010236529646493 103.82333385320139,49,40,E,GRANGE GARDEN,5,"10/15/2022, 06:55:38"
103000678,1.3010236529646493 103.82333385320139 1.302429931449246 103.82340946928127,39,30,C,GRANGE ROAD,4,"10/15/2022, 06:55:38"
103000679,1.302429931449246 103.82340946928127 1.3010236529646493 103.82333385320139,49,40,C,GRANGE ROAD,5,"10/15/2022, 06:55:38"
103000682,1.3125573734728961 103.82752137157676 1.313527241870939 103.82776519981492,39,30,E,WALSHE ROAD,4,"10/15/2022, 06:55:38"
103000683,1.313527241870939 103.82776519981492 1.3125573734728961 103.82752137157676,49,40,E,WALSHE ROAD,5,"10/15/2022, 06:55:38"
103000686,1.3125573734728961 103.82752137157676 1.3128379691247396 103.82687900682744,19,10,E,WALSHE ROAD,2,"10/15/2022, 06:55:38"
103000687,1.3128379691247396 103.82687900682744 1.3125573734728961 103.82752137157676,29,20,E,WALSHE ROAD,3,"10/15/2022, 06:55:38"
103000690,1.3758474480274783 103.8478437532391 1.376136862862823 103.84781087621323,39,30,C,ANG MO KIO AVENUE 8,4,"10/15/2022, 06:55:38"
103000691,1.376136862862823 103.84781087621323 1.3758474480274783 103.8478437532391,29,20,C,ANG MO KIO AVENUE 8,3,"10/15/2022, 06:55:38"
103000694,1.3244923386287593 103.9271573268364 1.324804408829976 103.92711737993756,39,30,C,BEDOK NORTH AVENUE 1,4,"10/15/2022, 06:55:38"
103000695,1.324804408829976 103.92711737993756 1.3244923386287593 103.9271573268364,49,40,C,BEDOK NORTH AVENUE 1,5,"10/15/2022, 06:55:38"
103000698,1.324804408829976 103.92711737993756 1.3253879069403292 103.92704270518263,39,30,C,BEDOK NORTH AVENUE 1,4,"10/15/2022, 06:55:38"
103000699,1.3253879069403292 103.92704270518263 1.324804408829976 103.92711737993756,39,30,C,BEDOK NORTH AVENUE 1,4,"10/15/2022, 06:55:38"
103000702,1.3374601217637425 103.93309717189955 1.337960130498252 103.93298866434807,39,30,C,BEDOK NORTH AVENUE 3,4,"10/15/2022, 06:55:38"
103000703,1.337960130498252 103.93298866434807 1.3374601217637425 103.93309717189955,49,40,C,BEDOK NORTH AVENUE 3,5,"10/15/2022, 06:55:38"
103000706,1.332470690656717 103.93410855531661 1.3331261420447007 103.93398349405123,49,40,C,BEDOK NORTH AVENUE 3,5,"10/15/2022, 06:55:38"
103000707,1.3331261420447007 103.93398349405123 1.332470690656717 103.93410855531661,49,40,C,BEDOK NORTH AVENUE 3,5,"10/15/2022, 06:55:38"
103000710,1.331517421090297 103.93429044700035 1.3305807737063633 103.93447239316134,39,30,C,BEDOK NORTH AVENUE 3,4,"10/15/2022, 06:55:38"
103000711,1.3305807737063633 103.93447239316134 1.331517421090297 103.93429044700035,39,30,C,BEDOK NORTH AVENUE 3,4,"10/15/2022, 06:55:38"
103000714,1.3125268779505506 103.82436435407683 1.3135710366962168 103.82365928526495,29,20,E,FERNHILL CRESCENT,3,"10/15/2022, 06:55:38"
103000715,1.3135710366962168 103.82365928526495 1.3125268779505506 103.82436435407683,49,40,E,FERNHILL CRESCENT,5,"10/15/2022, 06:55:38"
103000718,1.3125268779505506 103.82436435407683 1.3127715602878596 103.82367702570646,49,40,E,FERNHILL CRESCENT,5,"10/15/2022, 06:55:38"
103000719,1.3127715602878596 103.82367702570646 1.3125268779505506 103.82436435407683,59,50,E,FERNHILL CRESCENT,6,"10/15/2022, 06:55:38"
103000720,1.312526882962598 103.85772496096 1.3128994765010902 103.85727722633219,29,20,E,PETAIN ROAD,3,"10/15/2022, 06:55:38"
103000726,1.3124852352944107 103.87542930190754 1.312609280269797 103.87582290449367,39,30,E,LORONG TAHAR,4,"10/15/2022, 06:55:38"
103000727,1.312609280269797 103.87582290449367 1.3124852352944107 103.87542930190754,19,10,E,LORONG TAHAR,2,"10/15/2022, 06:55:38"
103000732,1.3123222590147685 103.85796897801305 1.312526882962598 103.85772496096,29,20,E,PETAIN ROAD,3,"10/15/2022, 06:55:38"
103000738,1.3108593785553044 103.84350297459066 1.3101593752468101 103.84297256751098,39,30,E,WINSTEDT DRIVE,4,"10/15/2022, 06:55:38"
103000739,1.3101593752468101 103.84297256751098 1.3108593785553044 103.84350297459066,49,40,E,WINSTEDT DRIVE,5,"10/15/2022, 06:55:38"
103000742,1.3104800021662708 103.84230465051553 1.3101593752468101 103.84297256751098,19,10,E,WINSTEDT DRIVE,2,"10/15/2022, 06:55:38"
103000743,1.3101593752468101 103.84297256751098 1.3104800021662708 103.84230465051553,19,10,E,WINSTEDT DRIVE,2,"10/15/2022, 06:55:38"
103000746,1.3101476274410442 103.83149312374148 1.3105190500950636 103.83157663459096,19,10,D,DRAYCOTT PARK,2,"10/15/2022, 06:55:38"
103000747,1.3105190500950636 103.83157663459096 1.3101476274410442 103.83149312374148,19,10,D,DRAYCOTT PARK,2,"10/15/2022, 06:55:38"
103000750,1.3103806026536704 103.8241463378636 1.3105467476055914 103.82289491045184,19,10,E,LADY HILL ROAD,2,"10/15/2022, 06:55:38"
103000751,1.3105467476055914 103.82289491045184 1.3103806026536704 103.8241463378636,19,10,E,LADY HILL ROAD,2,"10/15/2022, 06:55:38"
103000754,1.3049729085760269 103.85548999567351 1.305445507613457 103.85592178752432,29,20,E,PASAR LANE,3,"10/15/2022, 06:55:38"
103000755,1.305445507613457 103.85592178752432 1.3049729085760269 103.85548999567351,39,30,E,PASAR LANE,4,"10/15/2022, 06:55:38"
103000758,1.3049729085760269 103.85548999567351 1.305277654723263 103.85522047922288,39,30,E,WELD ROAD,4,"10/15/2022, 06:55:38"
103000759,1.305277654723263 103.85522047922288 1.3049729085760269 103.85548999567351,39,30,E,WELD ROAD,4,"10/15/2022, 06:55:38"
103000762,1.3022870043432744 103.8856082959333 1.302366905524733 103.88686503022434,999,70,E,WILKINSON ROAD,8,"10/15/2022, 06:55:38"
103000763,1.302366905524733 103.88686503022434 1.3022870043432744 103.8856082959333,49,40,E,WILKINSON ROAD,5,"10/15/2022, 06:55:38"
103000766,1.3048813899663965 103.81904560462948 1.3054979109686005 103.81861041689989,19,10,E,SHERWOOD ROAD,2,"10/15/2022, 06:55:38"
103000767,1.3054979109686005 103.81861041689989 1.3048813899663965 103.81904560462948,29,20,E,SHERWOOD ROAD,3,"10/15/2022, 06:55:38"
103000768,1.304865918473938 103.836845680642 1.3052352879030098 103.83703400759208,39,30,C,BIDEFORD ROAD,4,"10/15/2022, 06:55:38"
103000774,1.3048813899663965 103.81904560462948 1.3048570162708006 103.8188603154509,19,10,E,SHERWOOD ROAD,2,"10/15/2022, 06:55:38"
103000775,1.3048570162708006 103.8188603154509 1.3048813899663965 103.81904560462948,29,20,E,SHERWOOD ROAD,3,"10/15/2022, 06:55:38"
103000778,1.3048447737796065 103.88599980938392 1.3048700607466412 103.88638311181344,19,10,E,WIMBORNE ROAD,2,"10/15/2022, 06:55:38"
103000779,1.3048700607466412 103.88638311181344 1.3048447737796065 103.88599980938392,19,10,E,WIMBORNE ROAD,2,"10/15/2022, 06:55:38"
103000782,1.3048447737796065 103.88599980938392 1.3054374136970703 103.88595734741624,19,10,E,WIMBORNE ROAD,2,"10/15/2022, 06:55:38"
103000783,1.3054374136970703 103.88595734741624 1.3048447737796065 103.88599980938392,19,10,E,WIMBORNE ROAD,2,"10/15/2022, 06:55:38"
103000786,1.3361429287690658 103.94374496770426 1.336497586014281 103.94409316516534,39,30,D,BEDOK NORTH AVENUE 4,4,"10/15/2022, 06:55:38"
103000787,1.336497586014281 103.94409316516534 1.3361429287690658 103.94374496770426,39,30,D,BEDOK NORTH AVENUE 4,4,"10/15/2022, 06:55:38"
103000792,1.3057800978363552 103.83226794405363 1.3048026423179848 103.83228309396262,39,30,F,SCOTTS ROAD,4,"10/15/2022, 06:55:38"
103000798,1.3047845551566757 103.85663682706912 1.3051147088162958 103.8569308256185,29,20,B,SUNGEI ROAD,3,"10/15/2022, 06:55:38"
103000799,1.3051147088162958 103.8569308256185 1.3047845551566757 103.85663682706912,999,70,B,SUNGEI ROAD,8,"10/15/2022, 06:55:38"
103000802,1.3052169542710033 103.85617451974063 1.3047845551566757 103.85663682706912,29,20,E,PITT STREET,3,"10/15/2022, 06:55:38"
103000803,1.3047845551566757 103.85663682706912 1.3052169542710033 103.85617451974063,39,30,E,PITT STREET,4,"10/15/2022, 06:55:38"
